district,zone,date,temperature,humidity,solar_radiation,uv,tmax,tmin,dew_point,heat_index,wet_bulb,wbgt_shade,wbgt_sun,heatstroke_hazard,cdd,heat_index_lo95,heat_index_hi95,heat_index_lo68,heat_index_hi68,wet_bulb_lo95,wet_bulb_hi95,wet_bulb_lo68,wet_bulb_hi68,wbgt_shade_lo95,wbgt_shade_hi95,wbgt_shade_lo68,wbgt_shade_hi68,wbgt_sun_lo95,wbgt_sun_hi95,wbgt_sun_lo68,wbgt_sun_hi68
Gopalganj,2. Central Urban Heat Zone (Urban Heat-Island Region),2025-01-01,17.972683190275795,79.41767034521077,194.2582336203568,6.852204239941457,24.314763091819103,13.67133248612913,14.416071531010843,17.899190679428322,15.513684379829456,16.251384022963357,17.222675191065143,9.561383952471868e-08,0.9930477889741169,16.799534048723313,18.998847310133332,17.338141378048213,18.46023998080843,14.729164044275022,16.29820471538389,15.113418902505765,15.913949857153147,15.61572101827547,16.887047027651242,15.927066163428721,16.57570188249799,16.587012186377258,17.858338195753028,16.89835733153051,17.546993050599777
Gopalganj,2. Central Urban Heat Zone (Urban Heat-Island Region),2025-02-01,21.623272348872447,73.50330544885456,214.19081417178154,7.698497530229325,28.248277738237036,16.645064806152426,16.50215130985749,21.760408114924232,18.248523933870615,19.260948458371164,20.33190252923007,1.0888524175096074e-06,4.446671272194731,20.660751484219222,22.86006474562924,21.199358813544123,22.32145741630434,17.464003598316182,19.033044269425048,17.848258456546922,18.648789411194308,18.62528545368328,19.89661146305905,18.93663059883653,19.5852663179058,19.696239524542186,20.967565533917956,20.007584669695436,20.656220388764705
Gopalganj,2. Central Urban Heat Zone (Urban Heat-Island Region),2025-03-01,26.064892238511426,71.98019114961326,244.43136370907405,8.509022767847647,32.5894575931829,20.804218389273704,19.985289763845174,26.606419786824695,22.21465786346927,23.369728175981916,24.591884994527284,5.764436792816494e-05,8.6968379912283,25.506763156119685,27.706076417529705,26.045370485444586,27.167469088204804,21.430137527914837,22.999178199023703,21.814392386145578,22.614923340792963,22.73406517129403,24.0053911806698,23.04541031644728,23.69404603551655,23.9562219898394,25.22754799921517,24.26756713499265,24.91620285406192
Gopalganj,2. Central Urban Heat Zone (Urban Heat-Island Region),2025-04-01,30.309306019308767,73.56612916727565,248.8655701828659,8.946895963919022,36.445478741450735,25.53244447754931,23.85061869305523,36.75899564449003,26.440404928610445,27.60107525581994,28.84540310673427,0.06465604376958539,12.988961609500024,35.659339013785015,37.85865227519504,36.19794634310992,37.32004494587014,25.65588459305601,27.224925264164877,26.040139451286752,26.840670405934137,26.965412251132054,28.236738260507824,27.276757396285305,27.925393115354574,28.209740102046386,29.481066111422155,28.521085247199636,29.169720966268905
Gopalganj,2. Central Urban Heat Zone (Urban Heat-Island Region),2025-05-01,30.289714301819295,79.02562463682295,225.51737773591753,7.902371649100278,35.05243008351488,26.316253711271795,25.22299432131842,38.27356537849877,27.259834724305332,28.16879859755952,29.296385486239107,0.1521736144375268,12.684341897393338,37.17390874779376,39.373222009203786,37.712516077118664,38.83461467987888,26.4753143887509,28.044355059859765,26.85956924698164,27.660100201629024,27.533135592871634,28.804461602247404,27.844480738024885,28.493116457094153,28.660722481551222,29.93204849092699,28.972067626704472,29.62070334577374
Gopalganj,2. Central Urban Heat Zone (Urban Heat-Island Region),2025-06-01,30.377741982807514,83.86791705978891,183.56739118904943,6.698613726210873,33.932683713090086,27.599653290729485,26.807327255209337,40.07981714527692,28.07667707757285,28.76699654914325,29.6848335050885,0.35899812912474605,12.766168501909785,38.98016051457191,41.17947377598193,39.51876784389681,40.64086644665703,27.292156742018417,28.861197413127282,27.676411600249157,28.476942554896542,28.131333544455366,29.402659553831135,28.442678689608616,29.091314408677885,29.049170500400614,30.320496509776383,29.360515645553864,30.009151364623133
Gopalganj,2. Central Urban Heat Zone (Urban Heat-Island Region),2025-07-01,29.626503313450858,85.57251187813493,177.47732845839687,6.433579904930827,32.6750089919894,27.44932764281242,26.88975924807621,38.05359304559823,27.600371632486887,28.20821113677608,29.09559777906806,0.13514233577530257,12.06216831740091,36.953936414893214,39.15324967630324,37.49254374421812,38.614642346978336,26.815851296932454,28.38489196804132,27.200106155163194,28.00063710981058,27.572548132088194,28.843874141463964,27.883893277241445,28.532528996310713,28.459934774380176,29.731260783755946,28.771279919533427,29.419915638602696
Gopalganj,2. Central Urban Heat Zone (Urban Heat-Island Region),2025-08-01,29.215047963139593,85.83404355974889,166.67760070094891,5.966102408003685,32.23952937506972,27.163065810131172,26.726061359027355,36.777643510517024,27.23785907887626,27.83101574415526,28.664403747660003,0.0653701651475585,11.701297592600447,35.67798687981201,37.87730014122204,36.216594209136915,37.33869281189713,26.453338743321826,28.02237941443069,26.837593601552566,27.63812455619995,27.195352739467374,28.466678748843144,27.506697884620625,28.155333603689893,28.02874074297212,29.300066752347888,28.34008588812537,28.988721607194638
Gopalganj,2. Central Urban Heat Zone (Urban Heat-Island Region),2025-09-01,29.26163128082743,85.69873155715854,177.95451884210365,6.404170730657949,32.72049908904383,26.923440232581036,26.63555783035315,36.89044821972207,27.263407283203712,27.862874482490824,28.752647076701344,0.0698485807993827,11.821969660812432,35.790791589017054,37.99010485042708,36.32939891834196,37.451497521102176,26.47888694764928,28.047927618758145,26.86314180588002,27.663672760527405,27.22721147780294,28.49853748717871,27.53855662295619,28.187192342025458,28.11698407201346,29.38831008138923,28.42832921716671,29.076964936235978
Gopalganj,2. Central Urban Heat Zone (Urban Heat-Island Region),2025-10-01,28.15637845430743,83.86701757611813,180.75103576236734,6.565512918779593,32.23578300884283,25.07626845327482,24.86277681293439,33.144174518014765,25.921687079680307,26.592094492068444,27.495849670880283,0.005631508774864579,10.656025731058826,32.04451788730975,34.24383114871978,32.583125216634656,33.705223819394874,25.137166744125874,26.70620741523474,25.521421602356614,26.321952557004,25.95643148738056,27.22775749675633,26.26777663253381,26.91641235160308,26.860186666192398,28.131512675568167,27.17153181134565,27.820167530414917
Gopalganj,2. Central Urban Heat Zone (Urban Heat-Island Region),2025-11-01,24.161492446716853,79.87498718274735,182.60792641969283,6.743120870292092,30.100080181618097,19.791840829862245,19.76130292530317,24.718821912271387,21.50757473864239,22.303750051064725,23.216789683163192,7.02092759260303e-06,6.945960505740171,23.619165281566378,25.818478542976397,24.15777261089128,25.279871213651496,20.723054403087957,22.292095074196823,21.107309261318697,21.907840215966083,21.66808704637684,22.93941305575261,21.97943219153009,22.62806791059936,22.581126678475307,23.852452687851077,22.892471823628558,23.541107542697826
Gopalganj,2. Central Urban Heat Zone (Urban Heat-Island Region),2025-12-01,19.994337190874504,80.2081078131277,167.72100359438627,6.537686352373662,26.414792242251536,15.730532514748784,16.110210090749433,20.143649280638066,17.549699226642336,18.283090615911984,19.121695633883917,3.932026018233655e-07,3.072662378500162,19.043992649933056,21.243305911343075,19.582599979257957,20.704698582018175,16.765178891087903,18.33421956219677,17.149433749318643,17.949964703966028,17.6474276112241,18.91875362059987,17.95877275637735,18.60740847544662,18.486032629196032,19.7573586385718,18.797377774349282,19.44601349341855
Gopalganj,2. Central Urban Heat Zone (Urban Heat-Island Region),2026-01-01,17.97599014619583,79.5106955412618,194.9714273890188,6.87069739062639,24.36419173585044,13.66498266767572,14.443941326559326,17.90525732217058,15.527918405506963,16.262339927713622,17.237197064658716,9.597997323595164e-08,1.014587201763078,16.80560069146557,19.00491395287559,17.34420802079047,18.46630662355069,14.743398069952528,16.312438741061396,15.127652928183272,15.928183882830654,15.626676923025736,16.898002932401507,15.938022068178986,16.586657787248257,16.60153405997083,17.8728600693466,16.91287920512408,17.56151492419335
Gopalganj,2. Central Urban Heat Zone (Urban Heat-Island Region),2026-02-01,21.626579304792482,73.59633064490559,214.90400794044353,7.716990680914257,28.297706382268387,16.638714987699014,16.53002110540597,21.766474757666476,18.263713888893793,19.2725735136634,20.347093553365617,1.0930219351354643e-06,4.468210684983703,20.666818126961466,22.866131388371485,21.205425456286367,22.327524059046585,17.47919355333936,19.048234224448226,17.8634484115701,18.663979366217486,18.636910508975514,19.908236518351284,18.948255654128765,19.596891373198034,19.711430548677733,20.982756558053502,20.022775693830983,20.67141141290025
Gopalganj,2. Central Urban Heat Zone (Urban Heat-Island Region),2026-03-01,26.068199194431465,72.07321634566429,245.14455747773604,8.527515918532579,32.63888623721425,20.79786857082029,20.013159559393664,26.61248642956696,22.231092078796443,23.38222421348695,24.607947000875633,5.7865079846494714e-05,8.718377404017271,25.51282979886195,27.71214306027197,26.05143712818685,27.17353573094707,21.44657174324201,23.015612414350876,21.83082660147275,22.631357556120136,22.746561208799065,24.017887218174835,23.057906353952315,23.706542073021584,23.97228399618775,25.243610005563518,24.283629141341,24.932264860410267
Gopalganj,2. Central Urban Heat Zone (Urban Heat-Island Region),2026-04-01,30.312612975228806,73.65915436332668,249.5787639515279,8.965389114603955,36.49490738548209,25.526094659095897,23.878488488603722,36.793747748318296,26.457937906533747,27.614340427142263,28.862234246899902,0.06599277431263328,13.010501022288992,35.69409111761328,37.89340437902331,36.23269844693819,37.354797049698405,25.673417570979314,27.24245824208818,26.057672429210054,26.85820338385744,26.97867742245438,28.250003431830148,27.29002256760763,27.938658286676898,28.226571242212017,29.497897251587787,28.537916387365268,29.186552106434537
Gopalganj,2. Central Urban Heat Zone (Urban Heat-Island Region),2026-05-01,30.293021257739333,79.11864983287398,226.23057150457953,7.92086479978521,35.101858727546215,26.309903892818383,25.250864116866904,38.31166808947499,27.27714955652967,28.181911066892567,29.31306392441547,0.15529655007140938,12.7058813101823,37.21201145876998,39.411324720180005,37.75061878809488,38.8727173908551,26.49262922097524,28.061669892084105,26.87688407920598,27.677415033853364,27.546248062204683,28.817574071580452,27.857593207357933,28.5062289264272,28.677400919727585,29.948726929103355,28.988746064880836,29.637381783950104
Gopalganj,2. Central Urban Heat Zone (Urban Heat-Island Region),2026-06-01,30.38104893872755,83.96094225583994,184.28058495771143,6.717106876895805,33.98211235712142,27.593303472276077,26.83519705075782,40.12177894276955,28.093865089951418,28.780020244584257,29.701423169372816,0.36510392939106084,12.78770791469875,39.02212231206454,41.221435573474565,39.56072964138944,40.68282824414966,27.309344754396985,28.87838542550585,27.693599612627725,28.49413056727511,28.144357239896372,29.415683249272142,28.455702385049623,29.10433810411889,29.06576016468493,30.3370861740607,29.377105309838182,30.02574102890745
