district,zone,date,temperature,humidity,solar_radiation,uv,tmax,tmin,dew_point,heat_index,wet_bulb,wbgt_shade,wbgt_sun,heatstroke_hazard,cdd,heat_index_lo95,heat_index_hi95,heat_index_lo68,heat_index_hi68,wet_bulb_lo95,wet_bulb_hi95,wet_bulb_lo68,wet_bulb_hi68,wbgt_shade_lo95,wbgt_shade_hi95,wbgt_shade_lo68,wbgt_shade_hi68,wbgt_sun_lo95,wbgt_sun_hi95,wbgt_sun_lo68,wbgt_sun_hi68
Jamalpur,2. Central Urban Heat Zone (Urban Heat-Island Region),2025-01-01,17.020482284102872,81.65761922463159,176.82103590770907,6.910499416498418,23.50482293161403,12.848468204011134,13.917114842951634,16.91025723671187,14.861739309013117,15.509362201540043,16.39346738107859,5.1279431545437933e-08,0.17664556781258156,15.821659064783049,17.998855408640694,16.35485000613594,17.4656644672878,14.015429257132396,15.708049360893838,14.429948466216832,15.293530151809403,14.831068922233175,16.18765548084691,15.163294201893681,15.855430201186405,15.715174101771723,17.071760660385458,16.04739938143223,16.739535380724952
Jamalpur,2. Central Urban Heat Zone (Urban Heat-Island Region),2025-02-01,20.31571428824726,73.97707957226368,215.38932962983836,7.918696379288484,26.85297755711168,15.23073204127007,15.211205228616727,20.334465017014427,17.07648394868122,18.04825305055103,19.12519969870022,4.4342942983350587e-07,3.0418547991908724,19.245866845085605,21.42306318894325,19.779057786438496,20.889872247590358,16.230173896800498,17.92279400056194,16.644693105884933,17.508274791477504,17.36995977124416,18.726546329857896,17.702185050904667,18.39432105019739,18.446906419393354,19.80349297800709,18.77913169905386,19.471267698346583
Jamalpur,2. Central Urban Heat Zone (Urban Heat-Island Region),2025-03-01,24.737275425664656,72.00369136419661,239.04250799623742,8.346912637227511,31.04384455180027,19.59340180761764,18.777312260157256,25.146654909407367,20.97327126610782,22.102472513974867,23.297685053956055,9.192788090723381e-06,7.318623179708954,24.058056737478545,26.23525308133619,24.591247678831436,25.702062139983298,20.126961214227098,21.81958131798854,20.541480423311533,21.405062108904104,21.424179234668,22.780765793281734,21.756404514328505,22.44854051362123,22.619391774649188,23.975978333262923,22.951617054309693,23.643753053602417
Jamalpur,2. Central Urban Heat Zone (Urban Heat-Island Region),2025-04-01,28.399277482104885,75.48860258331331,235.42009021709623,8.222726549355102,34.5934659795661,23.206999000933354,22.32183967266093,32.3389360161125,24.927268201460976,25.968870985654146,27.145971436739625,0.0034003620336025145,10.900232490249728,31.250337844183676,33.42753418804132,31.783528785536568,32.89434324668843,24.080958149580255,25.773578253341697,24.49547735866469,25.35905904425726,25.29057770634728,26.647164264961013,25.622802986007784,26.314938985300508,26.467678157432758,27.824264716046493,26.799903437093263,27.492039436385987
Jamalpur,2. Central Urban Heat Zone (Urban Heat-Island Region),2025-05-01,28.54242013400971,81.71221185637214,198.17547379107032,7.20031420112452,33.58929656693846,24.35761671050141,23.968566019316224,33.82305143973742,25.98154183975133,26.74980532802884,27.740682696984194,0.008604797307357023,10.973456638719934,32.7344532678086,34.91164961166624,33.26764420916149,34.37845867031335,25.13523178787061,26.82785189163205,25.549750996955044,26.413332682547615,26.071512048721974,27.42809860733571,26.40373732838248,27.095873327675204,27.062389417677327,28.418975976291062,27.394614697337833,28.086750696630556
Jamalpur,2. Central Urban Heat Zone (Urban Heat-Island Region),2025-06-01,29.031886408726287,84.51663144720092,166.39359321898792,6.246298077829124,32.922272833883994,26.25402639116948,26.019494639631958,35.85462769120144,26.866333637596018,27.5159994689351,28.347967435030036,0.03763046473522196,11.588149612526735,34.76602951927262,36.943225863130266,35.29922046062551,36.410034921777374,26.020023585715297,27.71264368947674,26.434542794799732,27.298124480392303,26.837706189628232,28.194292748241967,27.169931469288738,27.86206746858146,27.66967415572317,29.026260714336903,28.001899435383674,28.694035434676398
Jamalpur,2. Central Urban Heat Zone (Urban Heat-Island Region),2025-07-01,29.719433845491295,84.23875079461257,165.26383780363426,6.196849193005335,33.056801235177964,27.230375863235174,26.548616749153243,37.9763940596739,27.49316970955191,28.161048950333726,28.9873681393519,0.129558082198684,12.14358854920657,36.88779588774508,39.06499223160272,37.42098682909797,38.53180129024983,26.64685965767119,28.33947976143263,27.061378866755625,27.924960552348196,27.482755671026858,28.839342229640593,27.814980950687364,28.507116949980087,28.309074860045033,29.665661418658768,28.64130013970554,29.333436138998263
Jamalpur,2. Central Urban Heat Zone (Urban Heat-Island Region),2025-08-01,29.567863189452325,84.29999877320707,166.1900615993511,6.310161683380848,32.91030809563696,27.11798150454082,26.42271656751911,37.49886355974208,27.355066130170524,28.01890524795506,28.84985555595182,0.09923836729907892,12.014144800088886,36.410265387813254,38.5874617316709,36.943456329166146,38.05427079031801,26.508756078289803,28.201376182051245,26.92327528737424,27.78685697296681,27.340611968648194,28.69719852726193,27.6728372483087,28.364973247601423,28.171562276644952,29.528148835258687,28.503787556305458,29.19592355559818
Jamalpur,2. Central Urban Heat Zone (Urban Heat-Island Region),2025-09-01,29.45513598984295,84.82749543120717,169.53242809742756,6.361250807568986,33.14265990547359,26.697045958777924,26.459336473516526,37.27461224354894,27.323511798786132,27.962999056103175,28.810661196590313,0.08730497926001173,11.919852932125757,36.186014071620114,38.36321041547776,36.719205012973006,37.83001947412487,26.47720174690541,28.169821850666853,26.891720955989847,27.755302641582418,27.284705776796308,28.641292335410043,27.616931056456814,28.309067055749537,28.132367917283446,29.48895447589718,28.46459319694395,29.156729196236675
Jamalpur,2. Central Urban Heat Zone (Urban Heat-Island Region),2025-10-01,27.3664668447296,84.03776577448382,177.87292264345524,6.649353396876236,31.68420212671238,24.265112571319605,24.373238472451828,31.050741007856328,25.17978234306128,25.835787693561773,26.72515230677905,0.001513892886332269,9.974657349015992,29.962142835927505,32.139339179785146,30.495333777280397,31.606148238432258,24.33347229118056,26.026092394942,24.747991500264995,25.611573185857566,25.157494414254906,26.51408097286864,25.48971969391541,26.181855693208135,26.046859027472184,27.40344558608592,26.37908430713269,27.071220306425413
