zone_name,district,variable,month,value
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,heatstroke_hazard,9,0.08966211528026174
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,heatstroke_hazard,10,0.002856027267639387
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,heatstroke_hazard,11,4.331323629314905e-06
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,heatstroke_hazard,12,2.1104580160171345e-07
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,cdd,1,0.0
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,cdd,2,3.365782198354477
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,cdd,3,8.289733306334025
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,cdd,4,12.755941689267754
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,cdd,5,12.482544027535003
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,cdd,6,13.317407106084705
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,cdd,7,12.54412237632555
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,cdd,8,12.067816226022302
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,cdd,9,11.980159524951581
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,cdd,10,10.334943912169646
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,cdd,11,6.003378185484731
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,cdd,12,1.6849018227511472
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,temperature,1,16.881921298042613
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,temperature,2,20.78725664224284
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,temperature,3,25.827945143929323
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,temperature,4,30.12307317899112
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,temperature,5,29.99205183717508
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,temperature,6,30.81769954532363
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,temperature,7,30.125628414232985
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,temperature,8,29.577933831257802
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,temperature,9,29.466447127109994
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,temperature,10,27.842131897373015
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,temperature,11,23.487474698275676
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,temperature,12,19.09123012460715
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,humidity,1,80.34359038340564
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,humidity,2,72.01876698876507
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,humidity,3,68.78140901670133
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,humidity,4,70.14008192887869
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,humidity,5,77.78910300734618
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,humidity,6,81.48793105118327
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,humidity,7,84.5309915949391
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,humidity,8,85.12282113941235
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,humidity,9,84.86264146887122
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,humidity,10,82.40476303826392
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,humidity,11,78.90514366713796
3. Southwest Hot-Dry Zone (Drought or Saline),Chuadanga,humidity,12,80.42633541089663
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,heat_index,1,17.576584860844065
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,heat_index,2,21.118923192782013
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,heat_index,3,25.925893341683967
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,heat_index,4,34.51963409427911
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,heat_index,5,35.36514171353144
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,heat_index,6,35.93811068781053
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,heat_index,7,37.199444395182994
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,heat_index,8,35.82133667990166
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,heat_index,9,36.28876061723062
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,heat_index,10,32.06828481479151
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,heat_index,11,24.939983091349347
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,heat_index,12,20.123254117198343
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wet_bulb,1,15.449144381354014
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wet_bulb,2,17.779915213297222
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wet_bulb,3,21.67864397650559
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wet_bulb,4,25.732126906832782
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wet_bulb,5,26.461669308994317
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wet_bulb,6,26.97637006191876
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wet_bulb,7,27.35694677005733
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wet_bulb,8,26.93514775279988
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wet_bulb,9,27.079482977121145
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wet_bulb,10,25.578402511023974
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wet_bulb,11,21.866504743931255
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wet_bulb,12,17.7812562396677
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wbgt_shade,1,16.102031292340143
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wbgt_shade,2,18.75252857486794
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wbgt_shade,3,22.8062913156813
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wbgt_shade,4,26.811437880053433
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wbgt_shade,5,27.262755467371306
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wbgt_shade,6,27.570908772863138
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wbgt_shade,7,27.95649005216348
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wbgt_shade,8,27.532859091878226
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wbgt_shade,9,27.678303693831857
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wbgt_shade,10,26.226874420642464
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wbgt_shade,11,22.60484818444901
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wbgt_shade,12,18.422068204479427
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wbgt_sun,1,17.068210642148088
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wbgt_sun,2,19.823206834084296
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wbgt_sun,3,24.010998189439132
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wbgt_sun,4,28.01143508908733
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wbgt_sun,5,28.369419413818633
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wbgt_sun,6,28.440805192867927
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wbgt_sun,7,28.81698590917874
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wbgt_sun,8,28.369372401183366
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wbgt_sun,9,28.56788571764157
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wbgt_sun,10,27.12067920381564
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wbgt_sun,11,23.50702594163986
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,wbgt_sun,12,19.25730542710774
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,heatstroke_hazard,1,7.80291886729098e-08
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,heatstroke_hazard,2,7.268738021236897e-07
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,heatstroke_hazard,3,1.501901891430412e-05
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,heatstroke_hazard,4,0.013267825293171446
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,heatstroke_hazard,5,0.027926291504452257
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,heatstroke_hazard,6,0.03958666500670001
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,heatstroke_hazard,7,0.08361372742587943
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,heatstroke_hazard,8,0.036882449894749064
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,heatstroke_hazard,9,0.04889446852770528
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,heatstroke_hazard,10,0.002869401377587323
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,heatstroke_hazard,11,8.070606323018152e-06
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,heatstroke_hazard,12,3.8818539634913757e-07
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,cdd,1,0.4724930764808235
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,cdd,2,3.5611198897604517
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,cdd,3,7.7717636352545725
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,cdd,4,11.824671799091448
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,cdd,5,11.622244568534214
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,cdd,6,11.510513294304598
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,cdd,7,11.79497774777613
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,cdd,8,11.41522520083052
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,cdd,9,11.685912140920355
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,cdd,10,10.220909419085878
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,cdd,11,6.887584338779824
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,cdd,12,2.7581416493913196
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,temperature,1,17.625434084641114
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,temperature,2,21.02195975186629
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,temperature,3,25.43746844042463
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,temperature,4,29.329830150901614
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,temperature,5,29.13195650358428
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,temperature,6,28.9581657650667
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,temperature,7,29.355424377077846
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,temperature,8,28.927518883061037
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,temperature,9,29.075552032823516
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,temperature,10,27.739975543085606
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,temperature,11,24.327649545657113
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,temperature,12,19.917296122373457
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,humidity,1,81.6913459985089
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,humidity,2,74.2676901768588
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,humidity,3,72.34937240405046
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,humidity,4,74.97964634347397
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,humidity,5,81.11434896074111
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,humidity,6,85.75849259187103
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,humidity,7,85.71317958919144
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,humidity,8,85.68078082108505
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,humidity,9,85.68121275168954
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,humidity,10,84.28949500882584
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,humidity,11,81.34518008569681
4. Coastal Humid Heat Zone (Coastal Belt),Comilla,humidity,12,82.67257635441644
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,heat_index,1,20.77551050736162
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,heat_index,2,22.70734287557143
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,heat_index,3,27.85526175032619
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,heat_index,4,34.67526838135069
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,heat_index,5,35.87920306991798
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,heat_index,6,34.712774894827454
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,heat_index,7,33.7701539379632
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,heat_index,8,33.213339597499974
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,heat_index,9,33.91511447507399
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,heat_index,10,32.68322363440869
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,heat_index,11,27.898620822011505
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,heat_index,12,23.2781622326794
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wet_bulb,1,17.34662068977513
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wet_bulb,2,18.665339468172217
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wet_bulb,3,22.277269279805594
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wet_bulb,4,25.812259286097106
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wet_bulb,5,26.441961901287797
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wet_bulb,6,26.626685808507652
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wet_bulb,7,26.405674782380007
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wet_bulb,8,26.321546635663168
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wet_bulb,9,26.389087156155803
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wet_bulb,10,25.60857415330726
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wet_bulb,11,22.75516435938632
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wet_bulb,12,19.430571182835287
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wbgt_shade,1,18.364976068957233
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wbgt_shade,2,19.836328526557324
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wbgt_shade,3,23.50232943380962
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wbgt_shade,4,26.877119798782196
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wbgt_shade,5,27.372125737027126
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wbgt_shade,6,27.193545347461107
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wbgt_shade,7,26.915395832315188
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wbgt_shade,8,26.76841490557255
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wbgt_shade,9,26.94002427036679
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wbgt_shade,10,26.35485844754186
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wbgt_shade,11,23.80706133356759
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wbgt_shade,12,20.509819715089684
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wbgt_sun,1,19.352119300235277
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wbgt_sun,2,21.003597393148343
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wbgt_sun,3,24.800415039601646
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wbgt_sun,4,28.266722089515916
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wbgt_sun,5,28.5901036001298
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wbgt_sun,6,28.03406101828995
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wbgt_sun,7,27.717953678179537
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wbgt_sun,8,27.428469994947772
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wbgt_sun,9,27.79083452837161
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wbgt_sun,10,27.299280224876725
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wbgt_sun,11,24.738169967238072
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,wbgt_sun,12,21.378787675409185
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,heatstroke_hazard,1,5.854600587512995e-07
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,heatstroke_hazard,2,1.97721663834765e-06
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,heatstroke_hazard,3,0.0001265867661669962
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,heatstroke_hazard,4,0.014608629387399114
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,heatstroke_hazard,5,0.0381956572692493
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,heatstroke_hazard,6,0.01868931747921842
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,heatstroke_hazard,7,0.010407269160984636
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,heatstroke_hazard,8,0.007350696225655986
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,heatstroke_hazard,9,0.011391129939465209
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,heatstroke_hazard,10,0.004219701301869265
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,heatstroke_hazard,11,0.00013009145298128224
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,heatstroke_hazard,12,2.8329031503247556e-06
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,cdd,1,3.819292920560862
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,cdd,2,5.722593956140427
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,cdd,3,9.154845136664258
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,cdd,4,11.896659669530194
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,cdd,5,11.915206488205735
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,cdd,6,11.121845517370032
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,cdd,7,10.58579694996885
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,cdd,8,10.259512051615673
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,cdd,9,10.986700496644861
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,cdd,10,10.86539086997332
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,cdd,11,9.042599509014435
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,cdd,12,6.108153841419451
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,temperature,1,20.74113862038214
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,temperature,2,22.56863632945591
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,temperature,3,26.36080312648569
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,temperature,4,29.361794328380746
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,temperature,5,29.542508020418893
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,temperature,6,28.51621760501918
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,temperature,7,28.104744948830618
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,temperature,8,27.81110753536112
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,temperature,9,28.22554420352576
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,temperature,10,28.0961884674226
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,temperature,11,26.261487606657212
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,temperature,12,23.028066290349937
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,humidity,1,72.9460520190273
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,humidity,2,69.94292007884836
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,humidity,3,70.49430220930182
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,humidity,4,75.30909889091615
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,humidity,5,78.34355821631222
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,humidity,6,86.3182493135328
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,humidity,7,87.57574037850502
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,humidity,8,89.00202917919658
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,humidity,9,86.63852164031624
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,humidity,10,82.10791511745828
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,humidity,11,74.46414356196355
4. Coastal Humid Heat Zone (Coastal Belt),Cox_s Bazar,humidity,12,72.4493779559584
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,heat_index,1,18.742852490701637
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,heat_index,2,22.133682447598872
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,heat_index,3,27.689051939183408
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,heat_index,4,34.10000941606337
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,heat_index,5,34.74771897200563
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,heat_index,6,35.21941626678629
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,heat_index,7,35.25725112792897
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,heat_index,8,34.443056792603585
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,heat_index,9,34.69774142025368
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,heat_index,10,31.359222623498315
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,heat_index,11,25.682829318563016
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,heat_index,12,21.196723313800035
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wet_bulb,1,15.425177611422637
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wet_bulb,2,17.360150539924554
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wet_bulb,3,21.110377992921563
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wet_bulb,4,24.83288287906332
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wet_bulb,5,25.577071900301533
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wet_bulb,6,26.005057822197003
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wet_bulb,7,26.07674229408324
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wet_bulb,8,25.808999382302126
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wet_bulb,9,25.84364823803456
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wet_bulb,10,24.263368798974422
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wet_bulb,11,20.948104181625336
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wet_bulb,12,17.522466430467944
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wbgt_shade,1,16.47870761519082
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wbgt_shade,2,18.818480541812033
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wbgt_shade,3,22.767820193676357
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wbgt_shade,4,26.444201521307875
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wbgt_shade,5,26.82690475778061
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wbgt_shade,6,27.076224207411304
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wbgt_shade,7,27.10750502079886
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wbgt_shade,8,26.81843295409441
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wbgt_shade,9,26.89301824935156
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wbgt_shade,10,25.43592105766254
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wbgt_shade,11,22.25976114922056
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wbgt_shade,12,18.615268397598573
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wbgt_sun,1,17.36135400942463
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wbgt_sun,2,19.85069957428408
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wbgt_sun,3,23.955235147695706
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wbgt_sun,4,27.731412884442854
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wbgt_sun,5,27.96581092624232
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wbgt_sun,6,27.997277597505708
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wbgt_sun,7,28.002606920431358
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wbgt_sun,8,27.595053019596236
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wbgt_sun,9,27.77069139856132
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wbgt_sun,10,26.29874016704192
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wbgt_sun,11,23.139764754892994
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,wbgt_sun,12,19.425965321977458
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,heatstroke_hazard,1,1.626928262449432e-07
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,heatstroke_hazard,2,1.377576010110253e-06
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,heatstroke_hazard,3,4.560350974381763e-05
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,heatstroke_hazard,4,0.010224713263853744
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,heatstroke_hazard,5,0.015278889584889908
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,heatstroke_hazard,6,0.025539231103045498
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,heatstroke_hazard,7,0.026139317513144127
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,heatstroke_hazard,8,0.012653114574974356
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,heatstroke_hazard,9,0.014814409321154832
2. Central Urban Heat Zone (Urban Heat-Island Region),Dhaka,heatstroke_hazard,10,0.0018380571064653866
