zone_name,variable,month,mean,min,max
1. Northwest Extreme Heat Zone (Dry Hot Plains),temperature,2,20.03931612235197,19.15537902463533,22.192756147568627
1. Northwest Extreme Heat Zone (Dry Hot Plains),temperature,3,24.899954028487386,24.24244752836433,26.61434507932686
1. Northwest Extreme Heat Zone (Dry Hot Plains),temperature,4,28.797539881399377,27.49461319172782,30.14925115445821
1. Northwest Extreme Heat Zone (Dry Hot Plains),temperature,5,28.98791705237102,28.045269800075957,29.823186064271546
1. Northwest Extreme Heat Zone (Dry Hot Plains),temperature,6,29.620711351729515,28.610773850874565,30.79988819980089
1. Northwest Extreme Heat Zone (Dry Hot Plains),temperature,7,30.014105381692563,29.46257562284308,30.323222092479583
1. Northwest Extreme Heat Zone (Dry Hot Plains),temperature,8,29.815710987097216,29.140769997782403,30.00672632071131
1. Northwest Extreme Heat Zone (Dry Hot Plains),temperature,9,29.558893618545707,29.288665105518376,29.687794575991635
1. Northwest Extreme Heat Zone (Dry Hot Plains),temperature,10,27.365547529147793,26.57158872331922,28.137681476372848
1. Northwest Extreme Heat Zone (Dry Hot Plains),temperature,11,23.531701233718035,22.775628649444307,25.22679619875819
1. Northwest Extreme Heat Zone (Dry Hot Plains),temperature,12,19.176079817445146,18.458924138760114,21.048154275206574
1. Northwest Extreme Heat Zone (Dry Hot Plains),wbgt_shade,1,14.98887414108549,14.342569406308119,16.459578683788973
1. Northwest Extreme Heat Zone (Dry Hot Plains),wbgt_shade,2,17.642974659119993,16.8642452515466,18.840500780828222
1. Northwest Extreme Heat Zone (Dry Hot Plains),wbgt_shade,3,21.99015966015215,21.323092720868964,22.866629349810665
1. Northwest Extreme Heat Zone (Dry Hot Plains),wbgt_shade,4,25.943181913375692,24.944130016065362,27.136192559979946
1. Northwest Extreme Heat Zone (Dry Hot Plains),wbgt_shade,5,26.936408271997898,26.359099566171764,27.762767179771544
1. Northwest Extreme Heat Zone (Dry Hot Plains),wbgt_shade,6,27.913790839391375,27.108677068776377,28.880762416890654
1. Northwest Extreme Heat Zone (Dry Hot Plains),wbgt_shade,7,28.37323649834494,27.07786334806348,28.718635320999088
1. Northwest Extreme Heat Zone (Dry Hot Plains),wbgt_shade,8,28.207033261391583,26.803394317729435,28.391098191058227
1. Northwest Extreme Heat Zone (Dry Hot Plains),wbgt_shade,9,28.000827153178356,26.873643518962787,28.213170574459618
1. Northwest Extreme Heat Zone (Dry Hot Plains),wbgt_shade,10,25.676794544746684,24.928457797395595,26.24699379805318
1. Northwest Extreme Heat Zone (Dry Hot Plains),wbgt_shade,11,21.533239062929212,20.723222086526988,22.24377101497256
1. Northwest Extreme Heat Zone (Dry Hot Plains),wbgt_shade,12,17.427291529885395,16.639052794990405,18.557705715319955
1. Northwest Extreme Heat Zone (Dry Hot Plains),wbgt_sun,1,15.85352550572141,15.188251319039042,17.34211862174876
1. Northwest Extreme Heat Zone (Dry Hot Plains),wbgt_sun,2,18.679282552009244,17.878678150251197,19.877569349186537
1. Northwest Extreme Heat Zone (Dry Hot Plains),wbgt_sun,3,23.197363772604195,22.512836966094977,24.08011499069277
1. Northwest Extreme Heat Zone (Dry Hot Plains),wbgt_sun,4,27.23433697484572,26.13739552883517,28.479619961383936
1. Northwest Extreme Heat Zone (Dry Hot Plains),wbgt_sun,5,28.0478257299436,27.37438828141885,28.94946466609069
1. Northwest Extreme Heat Zone (Dry Hot Plains),wbgt_sun,6,28.816569159847873,27.971257680547694,29.94765341591416
1. Northwest Extreme Heat Zone (Dry Hot Plains),wbgt_sun,7,29.233264739470346,27.984384149572964,29.658637873859554
1. Northwest Extreme Heat Zone (Dry Hot Plains),wbgt_sun,8,29.038319192497855,27.597690707681835,29.248886314519332
1. Northwest Extreme Heat Zone (Dry Hot Plains),wbgt_sun,9,28.844556083402637,27.758138082351003,29.062180521130905
1. Northwest Extreme Heat Zone (Dry Hot Plains),wbgt_sun,10,26.539950718782734,25.82592569831258,27.117123701125955
1. Northwest Extreme Heat Zone (Dry Hot Plains),wbgt_sun,11,22.411546243556774,21.625000095464635,23.124944173780317
1. Northwest Extreme Heat Zone (Dry Hot Plains),wbgt_sun,12,18.22892421692212,17.445081434096956,19.369865447721203
1. Northwest Extreme Heat Zone (Dry Hot Plains),wet_bulb,1,14.285544610623813,13.646145442209487,15.431621293171652
1. Northwest Extreme Heat Zone (Dry Hot Plains),wet_bulb,2,16.615971174877718,15.882330777365713,17.49023360419158
1. Northwest Extreme Heat Zone (Dry Hot Plains),wet_bulb,3,20.743104930865623,20.0637308822095,21.66043891534418
1. Northwest Extreme Heat Zone (Dry Hot Plains),wet_bulb,4,24.719885641365543,23.729251949544114,25.910950116139954
1. Northwest Extreme Heat Zone (Dry Hot Plains),wet_bulb,5,26.057190223266563,25.545394659854765,26.879730514985834
1. Northwest Extreme Heat Zone (Dry Hot Plains),wet_bulb,6,27.182253476960746,26.053566370632467,28.05827993850055
1. Northwest Extreme Heat Zone (Dry Hot Plains),wet_bulb,7,27.670006976910248,26.05584380172937,28.030955276078878
1. Northwest Extreme Heat Zone (Dry Hot Plains),wet_bulb,8,27.517599950374883,25.801661883421026,27.725428533211637
1. Northwest Extreme Heat Zone (Dry Hot Plains),wet_bulb,9,27.33308438230664,25.838634267581817,27.592449063039506
1. Northwest Extreme Heat Zone (Dry Hot Plains),wet_bulb,10,24.95304326571764,24.224258829142613,25.580747909061042
1. Northwest Extreme Heat Zone (Dry Hot Plains),wet_bulb,11,20.67675527544829,19.843619273848137,21.469803102131163
1. Northwest Extreme Heat Zone (Dry Hot Plains),wet_bulb,12,16.677810835216935,15.859107933374817,17.49037061822569
2. Central Urban Heat Zone (Urban Heat-Island Region),cdd,1,0.9432711997213893,0.0,1.5192251544086375
2. Central Urban Heat Zone (Urban Heat-Island Region),cdd,2,4.1437486346976,3.0500186755252727,4.721561225369639
2. Central Urban Heat Zone (Urban Heat-Island Region),cdd,3,8.391779714098115,7.062549009766133,8.953904876763126
2. Central Urban Heat Zone (Urban Heat-Island Region),cdd,4,12.223181896541984,10.908396366584123,12.999731315894508
2. Central Urban Heat Zone (Urban Heat-Island Region),cdd,5,11.892860891505565,10.952940613062404,12.695111603787819
2. Central Urban Heat Zone (Urban Heat-Island Region),cdd,6,12.000421108126138,11.356762887836679,12.776938208304268
2. Central Urban Heat Zone (Urban Heat-Island Region),cdd,7,12.026005452348999,11.824628378376108,12.567285276232923
2. Central Urban Heat Zone (Urban Heat-Island Region),cdd,8,11.71274035117225,11.454467142309326,12.255632863163868
2. Central Urban Heat Zone (Urban Heat-Island Region),cdd,9,11.797482906811064,11.59920647823649,12.122423435234904
2. Central Urban Heat Zone (Urban Heat-Island Region),cdd,10,10.489052559875116,9.982821225350392,10.821014555092152
2. Central Urban Heat Zone (Urban Heat-Island Region),cdd,11,7.134541041611406,6.540040807242054,7.676201865081696
2. Central Urban Heat Zone (Urban Heat-Island Region),cdd,12,3.04588427308107,2.400728883582305,3.668609248695212
2. Central Urban Heat Zone (Urban Heat-Island Region),heat_index,1,18.129623201775757,16.582033630675276,18.755347562386895
2. Central Urban Heat Zone (Urban Heat-Island Region),heat_index,2,21.61558565227004,20.32226862128653,22.133682447598872
2. Central Urban Heat Zone (Urban Heat-Island Region),heat_index,3,26.90935561556877,25.123884942489838,27.758776888601325
2. Central Urban Heat Zone (Urban Heat-Island Region),heat_index,4,33.92485194746065,32.34264168270016,36.77637169640416
2. Central Urban Heat Zone (Urban Heat-Island Region),heat_index,5,34.84139296154058,33.827176850292275,38.29261673398688
2. Central Urban Heat Zone (Urban Heat-Island Region),heat_index,6,35.85214006036807,35.03125436256127,40.100798044023236
2. Central Urban Heat Zone (Urban Heat-Island Region),heat_index,7,36.17303316601664,35.13037557249895,39.10970854689326
2. Central Urban Heat Zone (Urban Heat-Island Region),heat_index,8,35.39498993056862,34.33980982267265,38.20139095771417
2. Central Urban Heat Zone (Urban Heat-Island Region),heat_index,9,35.556333041119885,34.517818092112336,37.72396220146376
2. Central Urban Heat Zone (Urban Heat-Island Region),heat_index,10,31.4777977761559,31.05167380284881,33.15684376131216
2. Central Urban Heat Zone (Urban Heat-Island Region),heat_index,11,25.148579367137888,24.140372764985198,25.76728160733534
2. Central Urban Heat Zone (Urban Heat-Island Region),heat_index,12,20.545941419709077,19.308833876378387,21.196723313800035
2. Central Urban Heat Zone (Urban Heat-Island Region),heatstroke_hazard,1,1.1916483971274444e-07,4.17006785916278e-08,1.639787240304855e-07
2. Central Urban Heat Zone (Urban Heat-Island Region),heatstroke_hazard,2,1.0722104148076097e-06,4.400390417429457e-07,1.377576010110253e-06
2. Central Urban Heat Zone (Urban Heat-Island Region),heatstroke_hazard,3,3.486149991637414e-05,9.062323874524712e-06,5.775472388732983e-05
2. Central Urban Heat Zone (Urban Heat-Island Region),heatstroke_hazard,4,0.011992402698043145,0.0034082849999922046,0.06532440904110934
2. Central Urban Heat Zone (Urban Heat-Island Region),heatstroke_hazard,5,0.02340875629616796,0.00862697705885389,0.15373508225446808
2. Central Urban Heat Zone (Urban Heat-Island Region),heatstroke_hazard,6,0.055277713365771,0.019557816032989644,0.36205102925790345
2. Central Urban Heat Zone (Urban Heat-Island Region),heatstroke_hazard,7,0.06378863206632956,0.02418002442592791,0.23312072198071854
2. Central Urban Heat Zone (Urban Heat-Island Region),heatstroke_hazard,8,0.03956427870177623,0.011868180899424575,0.14641632006197483
2. Central Urban Heat Zone (Urban Heat-Island Region),heatstroke_hazard,9,0.039842494057625286,0.013253162845591145,0.11269271720177731
2. Central Urban Heat Zone (Urban Heat-Island Region),heatstroke_hazard,10,0.0020877718025781246,0.0015147813784050317,0.005676493990689629
2. Central Urban Heat Zone (Urban Heat-Island Region),heatstroke_hazard,11,9.734226273862635e-06,4.876811383216202e-06,1.3591338470233827e-05
2. Central Urban Heat Zone (Urban Heat-Island Region),heatstroke_hazard,12,5.417735493214244e-07,2.323861907894649e-07,7.634132800141413e-07
2. Central Urban Heat Zone (Urban Heat-Island Region),humidity,1,75.16725914263752,71.10605931438558,81.7080301835357
2. Central Urban Heat Zone (Urban Heat-Island Region),humidity,2,66.94498850127741,62.607496258936095,74.77345737221424
2. Central Urban Heat Zone (Urban Heat-Island Region),humidity,3,65.11193428178919,60.91065475290989,73.81035239742444
2. Central Urban Heat Zone (Urban Heat-Island Region),humidity,4,68.11861776460756,63.98050369722327,77.5237085965273
2. Central Urban Heat Zone (Urban Heat-Island Region),humidity,5,74.86123006106001,71.36998192970296,82.22321699013976
2. Central Urban Heat Zone (Urban Heat-Island Region),humidity,6,78.62532038273142,75.18033340209948,85.3326008370254
2. Central Urban Heat Zone (Urban Heat-Island Region),humidity,7,79.15597724341194,75.9209534389916,85.61902447616045
2. Central Urban Heat Zone (Urban Heat-Island Region),humidity,8,79.43583897684536,76.2443066843633,85.88055615777441
2. Central Urban Heat Zone (Urban Heat-Island Region),humidity,9,79.11884741494366,75.42589588076785,85.74524415518405
2. Central Urban Heat Zone (Urban Heat-Island Region),humidity,10,76.72959485717122,72.27487077776917,85.28957552479906
2. Central Urban Heat Zone (Urban Heat-Island Region),humidity,11,73.1030971023942,67.97681931205875,81.9294795645954
2. Central Urban Heat Zone (Urban Heat-Island Region),humidity,12,75.49238407785255,71.21543509470985,82.51109870200095
2. Central Urban Heat Zone (Urban Heat-Island Region),temperature,1,18.283060900753735,16.738867571441965,18.942234722154726
2. Central Urban Heat Zone (Urban Heat-Island Region),temperature,2,21.64729278511416,20.313694783535446,22.221250546216147
2. Central Urban Heat Zone (Urban Heat-Island Region),temperature,3,26.057479715971777,24.680081830146946,26.635996461976973
2. Central Urban Heat Zone (Urban Heat-Island Region),temperature,4,29.736710350617628,28.397257977393075,30.31449255248634
2. Central Urban Heat Zone (Urban Heat-Island Region),temperature,5,29.477210995150607,28.53078543201136,30.291367779779314
2. Central Urban Heat Zone (Urban Heat-Island Region),temperature,6,29.501788659484667,28.815807821784873,30.379395460767533
2. Central Urban Heat Zone (Urban Heat-Island Region),temperature,7,29.55439467904416,29.395117655869445,30.131961574805295
2. Central Urban Heat Zone (Urban Heat-Island Region),temperature,8,29.255117431626267,29.01174295379213,29.81232823810631
2. Central Urban Heat Zone (Urban Heat-Island Region),temperature,9,29.344145262851324,29.15920187547499,29.594451952696737
2. Central Urban Heat Zone (Urban Heat-Island Region),temperature,10,27.958361373571876,27.36444734001779,28.326439654713
2. Central Urban Heat Zone (Urban Heat-Island Region),temperature,11,24.71292792779579,23.636965007464745,25.393767403011214
2. Central Urban Heat Zone (Urban Heat-Island Region),temperature,12,20.471996214049128,19.21680779587548,21.165139654236718
2. Central Urban Heat Zone (Urban Heat-Island Region),wbgt_shade,1,16.19077702260131,15.17754859471782,16.510681886841155
2. Central Urban Heat Zone (Urban Heat-Island Region),wbgt_shade,2,18.67455347990236,18.011136002047493,19.26676098601728
2. Central Urban Heat Zone (Urban Heat-Island Region),wbgt_shade,3,22.65317133388553,22.105459128416996,23.375976194734434
2. Central Urban Heat Zone (Urban Heat-Island Region),wbgt_shade,4,26.448799247914383,25.972165541081182,27.6077078414811
2. Central Urban Heat Zone (Urban Heat-Island Region),wbgt_shade,5,26.93474345114191,26.71033770364044,28.17535483222604
2. Central Urban Heat Zone (Urban Heat-Island Region),wbgt_shade,6,27.359319949596035,27.052676885428728,28.773508396863754
2. Central Urban Heat Zone (Urban Heat-Island Region),wbgt_shade,7,27.468022445781664,27.07006095171004,28.481964862637167
2. Central Urban Heat Zone (Urban Heat-Island Region),wbgt_shade,8,27.20720870695496,26.79007717686475,28.222661620693884
2. Central Urban Heat Zone (Urban Heat-Island Region),wbgt_shade,9,27.259388095440492,26.821053133995928,28.10397009803541
2. Central Urban Heat Zone (Urban Heat-Island Region),wbgt_shade,10,25.665997493793245,25.35206475301495,26.59842362544464
2. Central Urban Heat Zone (Urban Heat-Island Region),wbgt_shade,11,22.176631301435346,21.788738208539808,22.343324997896833
2. Central Urban Heat Zone (Urban Heat-Island Region),wbgt_shade,12,18.32618832370536,17.59405163441906,18.615268397598573
2. Central Urban Heat Zone (Urban Heat-Island Region),wbgt_sun,1,17.093261635158225,16.039116264280523,17.47650820626726
2. Central Urban Heat Zone (Urban Heat-Island Region),wbgt_sun,2,19.727172686687865,19.04650152105708,20.339498041297844
2. Central Urban Heat Zone (Urban Heat-Island Region),wbgt_sun,3,23.849347273001104,23.303086443349258,24.59991599770146
2. Central Urban Heat Zone (Urban Heat-Island Region),wbgt_sun,4,27.70158670088713,27.15168076711774,28.853818676817085
2. Central Urban Heat Zone (Urban Heat-Island Region),wbgt_sun,5,28.032901346790478,27.746292672239303,29.30472470532729
2. Central Urban Heat Zone (Urban Heat-Island Region),wbgt_sun,6,28.253026865623628,27.88368228779519,29.693128337230657
2. Central Urban Heat Zone (Urban Heat-Island Region),wbgt_sun,7,28.339086514727327,27.96516285134254,29.351699232878282
2. Central Urban Heat Zone (Urban Heat-Island Region),wbgt_sun,8,28.01697418659756,27.56837013572246,29.04200659634987
2. Central Urban Heat Zone (Urban Heat-Island Region),wbgt_sun,9,28.131787129981376,27.695203842907986,28.93255298007891
2. Central Urban Heat Zone (Urban Heat-Island Region),wbgt_sun,10,26.5421875536369,26.19392767722171,27.503961788678133
2. Central Urban Heat Zone (Urban Heat-Island Region),wbgt_sun,11,23.06804969856373,22.655490897060968,23.224587964427364
2. Central Urban Heat Zone (Urban Heat-Island Region),wbgt_sun,12,19.14208253829149,18.388866456061443,19.425965321977458
2. Central Urban Heat Zone (Urban Heat-Island Region),wet_bulb,1,15.294083931964554,14.508411890407473,15.52080139266821
2. Central Urban Heat Zone (Urban Heat-Island Region),wet_bulb,2,17.40052234909731,17.024092261739533,18.256118911382202
2. Central Urban Heat Zone (Urban Heat-Island Region),wet_bulb,3,21.194182027277144,20.89959246173353,22.222874971132857
2. Central Urban Heat Zone (Urban Heat-Island Region),wet_bulb,4,25.039694489612998,24.809046831397758,26.449171417572096
2. Central Urban Heat Zone (Urban Heat-Island Region),wet_bulb,5,25.845114503709613,25.47328919179185,27.2684921404175
2. Central Urban Heat Zone (Urban Heat-Island Region),wet_bulb,6,26.441119073929478,25.98757776552739,28.085271083762134
2. Central Urban Heat Zone (Urban Heat-Island Region),wet_bulb,7,26.573862917240596,26.042611115880376,27.774823414565113
2. Central Urban Heat Zone (Urban Heat-Island Region),wet_bulb,8,26.32953353923869,25.78377252149482,27.541375927517134
2. Central Urban Heat Zone (Urban Heat-Island Region),wet_bulb,9,26.365920737978712,25.76261246748932,27.477697372125697
2. Central Urban Heat Zone (Urban Heat-Island Region),wet_bulb,10,24.68355583103098,24.220698056101902,25.930020065377725
2. Central Urban Heat Zone (Urban Heat-Island Region),wet_bulb,11,21.089647032995156,20.82565019597878,21.51545938643455
2. Central Urban Heat Zone (Urban Heat-Island Region),wet_bulb,12,17.406556370700887,16.898584708080598,17.55706831010867
3. Southwest Hot-Dry Zone (Drought or Saline),cdd,1,0.5898895028067235,0.0,1.4227582078205465
3. Southwest Hot-Dry Zone (Drought or Saline),cdd,2,4.116495757905418,3.1419303191586554,5.360541096113039
3. Southwest Hot-Dry Zone (Drought or Saline),cdd,3,8.725667262969939,8.19181957695996,9.555576254707184
3. Southwest Hot-Dry Zone (Drought or Saline),cdd,4,13.054323623020807,12.646657492719935,13.725015516193535
3. Southwest Hot-Dry Zone (Drought or Saline),cdd,5,12.679746009862573,12.34449701282246,13.14696657980329
3. Southwest Hot-Dry Zone (Drought or Saline),cdd,6,13.197597063207308,12.93230336852601,13.400863133177268
3. Southwest Hot-Dry Zone (Drought or Saline),cdd,7,12.39498105629189,12.091095822351514,12.583912615586186
3. Southwest Hot-Dry Zone (Drought or Saline),cdd,8,11.995116439297421,11.754999877642934,12.186645114866286
3. Southwest Hot-Dry Zone (Drought or Saline),cdd,9,12.045575355846546,11.891791570630565,12.167966857059469
3. Southwest Hot-Dry Zone (Drought or Saline),cdd,10,10.647332418964922,10.311439319768402,11.005770276010253
3. Southwest Hot-Dry Zone (Drought or Saline),cdd,11,6.6241805721256055,6.003378185484731,7.244050758695732
3. Southwest Hot-Dry Zone (Drought or Saline),cdd,12,2.562554518408163,1.6849018227511472,3.378613554126387
3. Southwest Hot-Dry Zone (Drought or Saline),heat_index,1,17.507904807364895,16.62538816200159,18.951493792459175
3. Southwest Hot-Dry Zone (Drought or Saline),heat_index,2,21.556324318854134,20.649938188038668,23.297144386426744
3. Southwest Hot-Dry Zone (Drought or Saline),heat_index,3,27.119238103429797,26.17220336786616,29.21296752710481
3. Southwest Hot-Dry Zone (Drought or Saline),heat_index,4,36.387341003938495,35.37462004798776,37.71925014084685
3. Southwest Hot-Dry Zone (Drought or Saline),heat_index,5,37.70791359498421,36.92161780203829,38.95673997634118
3. Southwest Hot-Dry Zone (Drought or Saline),heat_index,6,40.61029004757471,40.128760131189495,41.26634736577081
3. Southwest Hot-Dry Zone (Drought or Saline),heat_index,7,39.055205797369425,37.83931707714186,39.59536663164086
3. Southwest Hot-Dry Zone (Drought or Saline),heat_index,8,37.77124601643324,36.63777917603804,38.29337221735881
3. Southwest Hot-Dry Zone (Drought or Saline),heat_index,9,37.66862318874055,36.88097811027538,38.316061021750116
3. Southwest Hot-Dry Zone (Drought or Saline),heat_index,10,32.83902872090299,32.0607783347583,33.945005706721616
3. Southwest Hot-Dry Zone (Drought or Saline),heat_index,11,24.485424753850197,23.952078697189627,25.432797624442493
3. Southwest Hot-Dry Zone (Drought or Saline),heat_index,12,19.833223409312218,19.155929672796837,20.98310200887556
3. Southwest Hot-Dry Zone (Drought or Saline),heatstroke_hazard,1,8.4165731446088e-08,4.285572747457231e-08,1.855429429148445e-07
3. Southwest Hot-Dry Zone (Drought or Saline),heatstroke_hazard,2,1.1075136409976408e-06,5.409372728056377e-07,2.8670325513148157e-06
3. Southwest Hot-Dry Zone (Drought or Saline),heatstroke_hazard,3,8.841046553402962e-05,1.7540107347654106e-05,0.0002976676789708208
3. Southwest Hot-Dry Zone (Drought or Saline),heatstroke_hazard,4,0.05459790909100447,0.02247200233664451,0.11237798660722266
3. Southwest Hot-Dry Zone (Drought or Saline),heatstroke_hazard,5,0.11828086443055978,0.07115187579923331,0.21632901024741802
3. Southwest Hot-Dry Zone (Drought or Saline),heatstroke_hazard,6,0.43959609122159493,0.3661261361224523,0.5418483750516311
3. Southwest Hot-Dry Zone (Drought or Saline),heatstroke_hazard,7,0.2319422162981188,0.12014148804902942,0.2921939744380998
3. Southwest Hot-Dry Zone (Drought or Saline),heatstroke_hazard,8,0.11833147872926997,0.06019748169432505,0.15382427807213572
3. Southwest Hot-Dry Zone (Drought or Saline),heatstroke_hazard,9,0.11129904565172051,0.06947199704576482,0.155688613128864
3. Southwest Hot-Dry Zone (Drought or Saline),heatstroke_hazard,10,0.005568457238271716,0.002856027267639387,0.011607076796635678
3. Southwest Hot-Dry Zone (Drought or Saline),heatstroke_hazard,11,6.365598182979276e-06,4.331323629314905e-06,1.1008837602630975e-05
3. Southwest Hot-Dry Zone (Drought or Saline),heatstroke_hazard,12,3.4945648505810743e-07,2.1104580160171345e-07,6.672715743899256e-07
3. Southwest Hot-Dry Zone (Drought or Saline),humidity,1,80.0538501143995,76.99764737010557,82.06524627351037
3. Southwest Hot-Dry Zone (Drought or Saline),humidity,2,73.08744314182488,70.53218882535835,76.7277312748638
3. Southwest Hot-Dry Zone (Drought or Saline),humidity,3,70.47248103356456,68.25974338540361,73.9689579822253
3. Southwest Hot-Dry Zone (Drought or Saline),humidity,4,71.10650832431824,65.91158899260546,73.51753565853834
3. Southwest Hot-Dry Zone (Drought or Saline),humidity,5,77.56446182357381,74.21423538031084,79.2158496699715
3. Southwest Hot-Dry Zone (Drought or Saline),humidity,6,82.26902455900397,80.58732961915153,83.34088469531513
3. Southwest Hot-Dry Zone (Drought or Saline),humidity,7,84.94688438611713,84.5133654610149,85.96863148452397
3. Southwest Hot-Dry Zone (Drought or Saline),humidity,8,85.54394779163832,85.11647931135394,87.24601606770861
3. Southwest Hot-Dry Zone (Drought or Saline),humidity,9,85.19896064989805,84.44110655895564,86.5066191366218
3. Southwest Hot-Dry Zone (Drought or Saline),humidity,10,82.68635534758896,80.37661660579808,83.54537978398079
3. Southwest Hot-Dry Zone (Drought or Saline),humidity,11,78.21096530088607,71.42920690369237,80.39015502397274
3. Southwest Hot-Dry Zone (Drought or Saline),humidity,12,79.3956948830754,71.8991785107285,81.81636136666424
3. Southwest Hot-Dry Zone (Drought or Saline),temperature,1,17.601867524181834,16.756528667679383,18.98676737375331
3. Southwest Hot-Dry Zone (Drought or Saline),temperature,2,21.447613104177613,20.60170827692499,23.090831828674894
3. Southwest Hot-Dry Zone (Drought or Saline),temperature,3,26.194634831599632,25.70638164792115,27.304653778460676
3. Southwest Hot-Dry Zone (Drought or Saline),temperature,4,30.42140003138088,29.972734674094102,31.29648854014596
3. Southwest Hot-Dry Zone (Drought or Saline),temperature,5,30.247088046224263,29.824714459395093,31.013800635625362
3. Southwest Hot-Dry Zone (Drought or Saline),temperature,6,30.689147900414685,30.44236382830191,31.053344443629822
3. Southwest Hot-Dry Zone (Drought or Saline),temperature,7,29.978728974141575,29.57985916337031,30.151119429881287
3. Southwest Hot-Dry Zone (Drought or Saline),temperature,8,29.543433496348154,29.19658670834871,29.72574046942927
3. Southwest Hot-Dry Zone (Drought or Saline),temperature,9,29.542482203003374,29.298537265767514,29.64401930305686
3. Southwest Hot-Dry Zone (Drought or Saline),temperature,10,28.116787226082835,27.825136396140365,28.674208392467378
3. Southwest Hot-Dry Zone (Drought or Saline),temperature,11,23.98881272110541,23.487474698275676,25.01104191895099
3. Southwest Hot-Dry Zone (Drought or Saline),temperature,12,19.731416402655277,19.09123012460715,20.954708194935236
3. Southwest Hot-Dry Zone (Drought or Saline),wbgt_shade,1,15.942686269497463,15.267505000467157,17.029811304676784
3. Southwest Hot-Dry Zone (Drought or Saline),wbgt_shade,2,19.054382642171124,18.313121415457864,20.389163454052373
3. Southwest Hot-Dry Zone (Drought or Saline),wbgt_shade,3,23.34145245737208,22.822141671634743,24.199937751884505
3. Southwest Hot-Dry Zone (Drought or Saline),wbgt_shade,4,27.43802900518682,27.049495306469275,27.932635226127694
3. Southwest Hot-Dry Zone (Drought or Saline),wbgt_shade,5,27.970552874979525,27.73773845043237,28.348205643292665
3. Southwest Hot-Dry Zone (Drought or Saline),wbgt_shade,6,28.90207785383861,28.774719816594953,29.077791043884513
3. Southwest Hot-Dry Zone (Drought or Saline),wbgt_shade,7,28.488837466910034,28.14185562854079,28.641976563442967
3. Southwest Hot-Dry Zone (Drought or Saline),wbgt_shade,8,28.12360675554847,27.783091035955565,28.287548188268506
3. Southwest Hot-Dry Zone (Drought or Saline),wbgt_shade,9,28.087061861137112,27.851892989305064,28.299427149982527
3. Southwest Hot-Dry Zone (Drought or Saline),wbgt_shade,10,26.433379649491325,26.136928669839257,26.84719769840457
3. Southwest Hot-Dry Zone (Drought or Saline),wbgt_shade,11,21.976214007581046,21.55796701017845,22.508467150653864
3. Southwest Hot-Dry Zone (Drought or Saline),wbgt_shade,12,17.954400084011212,17.423507094150636,18.649713972580226
3. Southwest Hot-Dry Zone (Drought or Saline),wbgt_sun,1,16.825695180174836,16.13714975666662,17.921528427704963
3. Southwest Hot-Dry Zone (Drought or Saline),wbgt_sun,2,20.09655703803812,19.364223141855547,21.42348032854192
3. Southwest Hot-Dry Zone (Drought or Saline),wbgt_sun,3,24.54530432907651,24.04227896932965,25.381811434884533
3. Southwest Hot-Dry Zone (Drought or Saline),wbgt_sun,4,28.760976570374233,28.4035191800009,29.23548259448842
3. Southwest Hot-Dry Zone (Drought or Saline),wbgt_sun,5,29.155625038600714,28.92539470952098,29.52355007904695
3. Southwest Hot-Dry Zone (Drought or Saline),wbgt_sun,6,29.91143348855701,29.69474399759956,30.099833368505355
3. Southwest Hot-Dry Zone (Drought or Saline),wbgt_sun,7,29.397456956314848,29.009843856765855,29.576207692249714
3. Southwest Hot-Dry Zone (Drought or Saline),wbgt_sun,8,28.935509654969557,28.612716435184794,29.125615594399196
3. Southwest Hot-Dry Zone (Drought or Saline),wbgt_sun,9,28.943674157625036,28.72771819221054,29.131761239871445
3. Southwest Hot-Dry Zone (Drought or Saline),wbgt_sun,10,27.30778813033661,27.00720163774899,27.74378940570186
3. Southwest Hot-Dry Zone (Drought or Saline),wbgt_sun,11,22.85750249324589,22.430701443950923,23.407914013415095
3. Southwest Hot-Dry Zone (Drought or Saline),wbgt_sun,12,18.77696078093492,18.239182492231336,19.488049005021644
3. Southwest Hot-Dry Zone (Drought or Saline),wet_bulb,1,15.231608588918448,14.575612301506249,16.191115846501134
3. Southwest Hot-Dry Zone (Drought or Saline),wet_bulb,2,18.02871244416834,17.25812172360059,19.23130557921415
3. Southwest Hot-Dry Zone (Drought or Saline),wet_bulb,3,22.11866001127456,21.5339401835085,23.118967762647763
3. Southwest Hot-Dry Zone (Drought or Saline),wet_bulb,4,26.159441422532222,25.732247646817058,26.763598578476767
3. Southwest Hot-Dry Zone (Drought or Saline),wet_bulb,5,26.994894944446067,26.696825653871052,27.23268722525935
3. Southwest Hot-Dry Zone (Drought or Saline),wet_bulb,6,28.136190691020296,28.03186503417452,28.231125301136526
3. Southwest Hot-Dry Zone (Drought or Saline),wet_bulb,7,27.85031253523938,27.525568399328137,27.995201049255115
3. Southwest Hot-Dry Zone (Drought or Saline),wet_bulb,8,27.515109580920033,27.177307176358504,27.75439229955194
3. Southwest Hot-Dry Zone (Drought or Saline),wet_bulb,9,27.46331028605157,27.231902585106873,27.73300234108502
3. Southwest Hot-Dry Zone (Drought or Saline),wet_bulb,10,25.711919259523533,25.406127286610506,26.14804842597909
3. Southwest Hot-Dry Zone (Drought or Saline),wet_bulb,11,21.113671701784888,20.73103514385107,21.648116416891934
