district,variable,kind,n_months,val_R2,val_RMSE,val_MAE,val_acc_0.5,val_acc_1.0,val_acc_2.0,val_acc_3.0,val_acc_5.0,val_acc_10.0,val_acc_20.0,val_acc_30.0,val_acc_50.0,val_acc_1.5,zone
Kurigram,wbgt_shade,index,11,0.971565366650968,0.6444899753094916,0.5192477707042458,0.6363636363636364,0.9090909090909091,1.0,1.0,,,,,,,1. Northwest Extreme Heat Zone (Dry Hot Plains)
Kurigram,wbgt_sun,index,11,0.9706418779034294,0.6498661174891615,0.5243735111023992,0.6363636363636364,0.9090909090909091,1.0,1.0,,,,,,,1. Northwest Extreme Heat Zone (Dry Hot Plains)
Kurigram,cdd,index,11,0.977818783861082,0.5786712793178397,0.4098669794866981,0.7272727272727273,0.9090909090909091,1.0,1.0,,,,,,,1. Northwest Extreme Heat Zone (Dry Hot Plains)
Kushtia,heat_index,index,11,0.9478099314839794,1.5695918329410556,1.2238758735937052,0.36363636363636365,0.5454545454545454,0.7272727272727273,1.0,,,,,,,3. Southwest Hot-Dry Zone (Drought or Saline)
Kushtia,wet_bulb,index,11,0.9797613991892012,0.5692732560150846,0.49885747234943684,0.45454545454545453,1.0,1.0,1.0,,,,,,,3. Southwest Hot-Dry Zone (Drought or Saline)
Kushtia,wbgt_shade,index,11,0.9775223204744984,0.5907584354667555,0.4939874047733248,0.36363636363636365,1.0,1.0,1.0,,,,,,,3. Southwest Hot-Dry Zone (Drought or Saline)
Kushtia,wbgt_sun,index,11,0.9725829169486575,0.6496040366459005,0.5407842471462087,0.36363636363636365,1.0,1.0,1.0,,,,,,,3. Southwest Hot-Dry Zone (Drought or Saline)
Kushtia,cdd,index,11,0.9661737747537033,0.6951446349627427,0.5816383294663613,0.45454545454545453,0.7272727272727273,1.0,1.0,,,,,,,3. Southwest Hot-Dry Zone (Drought or Saline)
Lakshmipur,heat_index,index,11,0.9480113827648795,1.3097924706215558,1.1401185362760904,0.09090909090909091,0.45454545454545453,0.9090909090909091,1.0,,,,,,,4. Coastal Humid Heat Zone (Coastal Belt)
Lakshmipur,wet_bulb,index,11,0.9644428513487953,0.6201354750865443,0.4842943636405311,0.5454545454545454,0.9090909090909091,1.0,1.0,,,,,,,4. Coastal Humid Heat Zone (Coastal Belt)
Lakshmipur,wbgt_shade,index,11,0.959930126615267,0.6389266785109131,0.5284566887345531,0.5454545454545454,0.9090909090909091,1.0,1.0,,,,,,,4. Coastal Humid Heat Zone (Coastal Belt)
Lakshmipur,wbgt_sun,index,11,0.9568916087044483,0.6574088607646984,0.5565755456893391,0.5454545454545454,0.9090909090909091,1.0,1.0,,,,,,,4. Coastal Humid Heat Zone (Coastal Belt)
Lakshmipur,cdd,index,11,0.9343312894103869,0.7365617551184471,0.6402955658546315,0.45454545454545453,0.8181818181818182,1.0,1.0,,,,,,,4. Coastal Humid Heat Zone (Coastal Belt)
Lalmonirhat,heat_index,index,11,0.9509112254783381,1.494959129029899,1.188225996936058,0.18181818181818182,0.6363636363636364,0.8181818181818182,0.9090909090909091,,,,,,,1. Northwest Extreme Heat Zone (Dry Hot Plains)
Lalmonirhat,wet_bulb,index,11,0.9668877869357368,0.7243250389711658,0.5630996493949939,0.6363636363636364,0.9090909090909091,1.0,1.0,,,,,,,1. Northwest Extreme Heat Zone (Dry Hot Plains)
Lalmonirhat,wbgt_shade,index,11,0.9678522878328892,0.7027224456640048,0.5593356728322308,0.6363636363636364,0.9090909090909091,1.0,1.0,,,,,,,1. Northwest Extreme Heat Zone (Dry Hot Plains)
Lalmonirhat,wbgt_sun,index,11,0.9669683728786237,0.708865570223372,0.5585011835567772,0.6363636363636364,0.8181818181818182,1.0,1.0,,,,,,,1. Northwest Extreme Heat Zone (Dry Hot Plains)
Lalmonirhat,cdd,index,11,0.975265768201605,0.603410645955536,0.44108670759490887,0.6363636363636364,0.9090909090909091,1.0,1.0,,,,,,,1. Northwest Extreme Heat Zone (Dry Hot Plains)
Madaripur,heat_index,index,11,0.9626781419377493,1.0445503250600598,0.8819923897837931,0.2727272727272727,0.6363636363636364,0.9090909090909091,1.0,,,,,,,2. Central Urban Heat Zone (Urban Heat-Island Region)
Madaripur,wet_bulb,index,11,0.9652315137811099,0.6593985724817926,0.605832078361471,0.45454545454545453,1.0,1.0,1.0,,,,,,,2. Central Urban Heat Zone (Urban Heat-Island Region)
Madaripur,wbgt_shade,index,11,0.9707895208445008,0.5746874913818552,0.4966994293711945,0.6363636363636364,1.0,1.0,1.0,,,,,,,2. Central Urban Heat Zone (Urban Heat-Island Region)
Madaripur,wbgt_sun,index,11,0.9690365967106881,0.5861003982733225,0.5153030263432247,0.5454545454545454,0.9090909090909091,1.0,1.0,,,,,,,2. Central Urban Heat Zone (Urban Heat-Island Region)
Madaripur,cdd,index,11,0.9569583103750021,0.6660198192656518,0.557680254432634,0.45454545454545453,0.8181818181818182,1.0,1.0,,,,,,,2. Central Urban Heat Zone (Urban Heat-Island Region)
Magura,heat_index,index,11,0.9169370832086262,1.8499273165969297,1.5299700164060452,0.18181818181818182,0.45454545454545453,0.6363636363636364,0.9090909090909091,,,,,,,3. Southwest Hot-Dry Zone (Drought or Saline)
Magura,wet_bulb,index,11,0.9714155668958887,0.639795983822455,0.5435644654181182,0.45454545454545453,0.9090909090909091,1.0,1.0,,,,,,,3. Southwest Hot-Dry Zone (Drought or Saline)
Magura,wbgt_shade,index,11,0.9673858608894474,0.6704703863512385,0.5652474401997694,0.36363636363636365,0.8181818181818182,1.0,1.0,,,,,,,3. Southwest Hot-Dry Zone (Drought or Saline)
Magura,wbgt_sun,index,11,0.9611310858369201,0.7283331910855672,0.6113256375508058,0.36363636363636365,0.8181818181818182,1.0,1.0,,,,,,,3. Southwest Hot-Dry Zone (Drought or Saline)
Magura,cdd,index,11,0.952994964342083,0.7515134746922154,0.6263117667661731,0.2727272727272727,0.7272727272727273,1.0,1.0,,,,,,,3. Southwest Hot-Dry Zone (Drought or Saline)
Manikganj,heat_index,index,11,0.9542171778369888,1.131693659776899,0.9186438121334869,0.2727272727272727,0.6363636363636364,0.9090909090909091,1.0,,,,,,,2. Central Urban Heat Zone (Urban Heat-Island Region)
Manikganj,wet_bulb,index,11,0.962479537143888,0.6921707232767078,0.6339190562460378,0.2727272727272727,0.8181818181818182,1.0,1.0,,,,,,,2. Central Urban Heat Zone (Urban Heat-Island Region)
Manikganj,wbgt_shade,index,11,0.9687507067723075,0.5921955934364047,0.5020387175503935,0.5454545454545454,0.9090909090909091,1.0,1.0,,,,,,,2. Central Urban Heat Zone (Urban Heat-Island Region)
Manikganj,wbgt_sun,index,11,0.9621625749869865,0.6451532107639886,0.5433489369703886,0.45454545454545453,0.9090909090909091,1.0,1.0,,,,,,,2. Central Urban Heat Zone (Urban Heat-Island Region)
Manikganj,cdd,index,11,0.9492758080282484,0.6882686240995092,0.577383156030016,0.5454545454545454,0.9090909090909091,1.0,1.0,,,,,,,2. Central Urban Heat Zone (Urban Heat-Island Region)
